"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundance F1 Sample"	"Abundance F2 Sample"	"Abundance F3 Sample"	"Found in Sample in S1 F1 Sample"	"Found in Sample in S2 F2 Sample"	"Found in Sample in S3 F3 Sample"	"Modifications"
"False"	"High"	"IsMasterProtein"	"739"	"739"	"0.000"	"108.422"	"36"	"13"	"26"	"13"	"1"	"520"	"58.1"	"6.84"	"114.40"	"13"	"0"	"14892326.796875"	"50237212.375"	"1177186.21484375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3515"	"3515"	"0.000"	"108.279"	"48"	"10"	"24"	"10"	"1"	"301"	"34.2"	"6.47"	"96.13"	"10"	"0"	"11458510.7578125"	"33411802.6875"	"1755980.265625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2506"	"2506"	"0.000"	"107.818"	"47"	"12"	"27"	"12"	"1"	"370"	"41.5"	"6.09"	"97.52"	"12"	"0"	"14452213.1064453"	"41536014.5703125"	"3640112.45703125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3254"	"3254"	"0.000"	"107.309"	"49"	"14"	"27"	"14"	"1"	"427"	"45.2"	"5.20"	"123.28"	"14"	"0"	"30089539.28125"	"74722244.375"	"5860451.98828125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1492"	"1492"	"0.000"	"107.266"	"31"	"18"	"28"	"18"	"1"	"901"	"100.2"	"4.39"	"96.06"	"18"	"0"	"11932017.0546875"	"27494391.875"	"10813894.2421875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2522"	"2522"	"0.000"	"106.568"	"67"	"15"	"34"	"15"	"1"	"314"	"35.2"	"6.87"	"123.89"	"15"	"0"	"30189504.0056152"	"72812625.6875"	"4780754.01171875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2124"	"2124"	"0.000"	"106.493"	"30"	"11"	"19"	"11"	"1"	"727"	"83.0"	"6.01"	"77.82"	"11"	"0"	"13207511.671875"	"23880500.0625"	"1370288.43554688"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2125"	"2125"	"0.000"	"106.198"	"40"	"17"	"22"	"17"	"1"	"732"	"81.6"	"5.02"	"90.48"	"17"	"0"	"20664044.015625"	"36625565.6875"	"2021009.46875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2680"	"2680"	"0.000"	"106.177"	"53"	"10"	"32"	"10"	"1"	"218"	"23.3"	"5.20"	"127.33"	"10"	"0"	"59735453.8847656"	"105671035.003906"	"5464685.265625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"889"	"889"	"0.000"	"105.862"	"20"	"16"	"33"	"16"	"1"	"1154"	"129.4"	"5.06"	"117.36"	"16"	"0"	"11587350.6328125"	"22803167.40625"	"1310632.10839844"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1418"	"1418"	"0.000"	"105.387"	"50"	"16"	"22"	"14"	"1"	"469"	"52.0"	"5.50"	"91.73"	"16"	"2"	"14299271.965332"	"61033668.375"	"9839926.953125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2485"	"2485"	"0.000"	"105.350"	"41"	"13"	"28"	"13"	"1"	"372"	"41.4"	"7.90"	"100.02"	"13"	"0"	"33705906.5"	"81009677.9375"	"6045878.6171875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"841"	"841"	"0.000"	"105.131"	"32"	"6"	"26"	"6"	"1"	"314"	"34.5"	"4.25"	"133.93"	"6"	"0"	"22971428.84375"	"51441742.0625"	"5488552.51171875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2298"	"2298"	"0.000"	"104.773"	"65"	"13"	"34"	"13"	"1"	"214"	"23.5"	"5.12"	"107.43"	"13"	"0"	"172900041.489258"	"394156764.25"	"18037011.09375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3338"	"3338"	"0.000"	"104.718"	"48"	"13"	"27"	"13"	"1"	"477"	"51.6"	"5.08"	"121.45"	"13"	"0"	"20581902.25"	"56964013.375"	"1579679.65917969"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"380"	"380"	"0.000"	"104.646"	"52"	"11"	"24"	"11"	"1"	"335"	"37.3"	"6.13"	"106.73"	"11"	"0"	"25497331.578125"	"51756661.640625"	"1966053.984375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3199"	"3199"	"0.000"	"104.245"	"22"	"12"	"30"	"11"	"1"	"908"	"101.4"	"5.87"	"111.73"	"12"	"1"	"22658132.6328125"	"54589766.421875"	"2428907.3203125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3107"	"3107"	"0.000"	"104.045"	"22"	"12"	"31"	"12"	"1"	"568"	"61.0"	"5.57"	"127.57"	"12"	"0"	"59570686.1601563"	"105959451.375"	"29871290.1484375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2726"	"2726"	"0.000"	"103.967"	"47"	"11"	"18"	"11"	"1"	"404"	"44.4"	"5.19"	"90.95"	"11"	"0"	"17978807.265625"	"47375451"	"869350.9375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"858"	"858"	"0.000"	"103.813"	"43"	"11"	"26"	"11"	"1"	"454"	"50.5"	"6.06"	"125.43"	"11"	"0"	"9887883.25"	"15224066.375"	"377994.265625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"453"	"453"	"0.000"	"103.703"	"82"	"9"	"23"	"9"	"1"	"157"	"17.7"	"5.25"	"116.36"	"9"	"0"	"33182089.828125"	"59844104.21875"	"8894559.20214844"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2168"	"2168"	"0.000"	"103.699"	"20"	"15"	"20"	"15"	"1"	"1333"	"142.0"	"4.23"	"94.24"	"15"	"0"	"13557944.46875"	"28983509.125"	"5381529.6875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1327"	"1327"	"0.000"	"103.175"	"61"	"7"	"25"	"7"	"1"	"210"	"22.9"	"5.02"	"129.90"	"7"	"0"	"54276467.0625"	"257130686.96875"	"27302752.4375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1574"	"1574"	"0.000"	"103.126"	"65"	"11"	"32"	"11"	"1"	"187"	"20.6"	"4.93"	"117.92"	"11"	"0"	"39616667.8691406"	"150818722.4375"	"9272332.3125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3448"	"3448"	"0.000"	"102.784"	"25"	"9"	"23"	"9"	"1"	"462"	"48.9"	"5.52"	"119.76"	"9"	"0"	"18517147.171875"	"49527058.125"	"5430117.21875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"260"	"260"	"0.000"	"102.362"	"24"	"14"	"28"	"14"	"1"	"736"	"78.4"	"6.21"	"100.33"	"14"	"0"	"17050127.0859375"	"54236872.875"	"1986777.875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"702"	"702"	"0.000"	"102.220"	"50"	"13"	"32"	"13"	"1"	"420"	"44.4"	"5.43"	"110.37"	"13"	"0"	"36607058.9375"	"125148513.375"	"93320991.8945313"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"611"	"611"	"0.000"	"102.132"	"35"	"13"	"27"	"13"	"1"	"561"	"62.5"	"5.05"	"110.05"	"13"	"0"	"9004309.43945313"	"24852560.7578125"	"1436000.9453125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"444"	"444"	"0.000"	"102.055"	"61"	"18"	"35"	"18"	"1"	"429"	"47.7"	"6.67"	"121.79"	"18"	"0"	"30144696.5703125"	"62683019.3125"	"12878234.34375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3027"	"3027"	"0.000"	"101.696"	"30"	"15"	"28"	"15"	"1"	"706"	"79.6"	"5.24"	"93.16"	"15"	"0"	"10877153.7119141"	"29503064.03125"	"2058159.98046875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2463"	"2463"	"0.000"	"101.465"	"75"	"12"	"30"	"12"	"1"	"284"	"30.7"	"7.21"	"113.28"	"12"	"0"	"20504918.78125"	"85519366.671875"	"3894425.40625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2090"	"2090"	"0.000"	"100.869"	"45"	"14"	"29"	"14"	"1"	"559"	"62.3"	"6.35"	"113.00"	"14"	"0"	"20115281.9453125"	"57113346.125"	"4150554.51367188"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3293"	"3293"	"0.000"	"99.972"	"64"	"12"	"48"	"12"	"1"	"156"	"17.6"	"10.27"	"119.14"	"12"	"0"	"209393318.12207"	"545858730.65625"	"12143847.7109375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1859"	"1859"	"0.000"	"99.966"	"81"	"7"	"27"	"7"	"1"	"165"	"17.3"	"4.41"	"127.34"	"7"	"0"	"58354233.6875"	"112092092.6875"	"21197871.328125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3554"	"3554"	"0.000"	"99.902"	"62"	"10"	"25"	"10"	"1"	"261"	"28.3"	"4.45"	"101.53"	"10"	"0"	"17621657.125"	"50532479.75"	"39270390.9707031"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"208"	"208"	"0.000"	"99.890"	"45"	"11"	"26"	"11"	"1"	"235"	"26.8"	"5.22"	"107.00"	"11"	"0"	"62804257.9375"	"133302326.703125"	"8006367.8125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3161"	"3161"	"0.000"	"99.825"	"37"	"11"	"31"	"11"	"1"	"539"	"60.7"	"5.14"	"122.12"	"11"	"0"	"24207589.3535156"	"59931585.6875"	"1908265.44921875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"403"	"403"	"0.000"	"99.739"	"45"	"15"	"32"	"15"	"1"	"436"	"47.9"	"6.43"	"113.17"	"15"	"0"	"25910000.7382813"	"60458224.75"	"3041007.1015625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"536"	"536"	"0.000"	"99.731"	"44"	"12"	"23"	"12"	"1"	"461"	"50.8"	"6.55"	"88.03"	"12"	"0"	"14591527.0234375"	"33848623.703125"	"2395287.95605469"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2346"	"2346"	"0.000"	"99.568"	"32"	"11"	"20"	"11"	"1"	"626"	"67.9"	"6.07"	"91.70"	"11"	"0"	"20215113.53125"	"45325941.0625"	"2787143.125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1142"	"1142"	"0.000"	"99.526"	"29"	"9"	"26"	"9"	"1"	"479"	"51.6"	"9.50"	"113.68"	"9"	"0"	"22791466.4023438"	"57847056.125"	"1018372.11523438"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2742"	"2742"	"0.000"	"99.402"	"55"	"11"	"31"	"11"	"1"	"280"	"30.6"	"4.93"	"123.93"	"11"	"0"	"55822557.375"	"136623481.5"	"32383773.4375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3369"	"3369"	"0.000"	"99.370"	"63"	"10"	"26"	"10"	"1"	"150"	"15.8"	"4.96"	"116.63"	"10"	"0"	"88499959.4375"	"230520152.9375"	"29021419.625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3609"	"3609"	"0.000"	"98.927"	"43"	"13"	"20"	"13"	"1"	"515"	"56.2"	"5.63"	"99.16"	"13"	"0"	"12816185.625"	"30150576.375"	"2392710.265625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"450"	"450"	"0.000"	"98.841"	"71"	"4"	"26"	"4"	"1"	"164"	"16.8"	"5.45"	"132.94"	"4"	"0"	"23105783.28125"	"48168313.6875"	"255553.580078125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2552"	"2552"	"0.000"	"98.635"	"35"	"18"	"28"	"18"	"1"	"558"	"62.5"	"4.61"	"76.72"	"18"	"0"	"17164660.078125"	"35691906.78125"	"12799763.3046875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1363"	"1363"	"0.000"	"97.472"	"49"	"11"	"21"	"11"	"1"	"378"	"40.9"	"4.92"	"88.69"	"11"	"0"	"20812464.5625"	"57862061.3125"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"1091"	"1091"	"0.000"	"97.195"	"54"	"10"	"25"	"10"	"1"	"201"	"22.0"	"5.01"	"108.43"	"10"	"0"	"66716394.1484375"	"155535324.0625"	"11281060.40625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"387"	"387"	"0.000"	"97.181"	"54"	"11"	"33"	"11"	"1"	"355"	"38.1"	"4.97"	"114.33"	"11"	"0"	"19093696.2919922"	"53413083.8046875"	"2512345.203125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1814"	"1814"	"0.000"	"97.131"	"31"	"16"	"30"	"16"	"1"	"772"	"84.0"	"5.87"	"99.29"	"16"	"0"	"34174615.078125"	"76751629.3671875"	"10223178.6679688"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2479"	"2479"	"0.000"	"97.034"	"39"	"13"	"26"	"13"	"1"	"419"	"45.5"	"5.26"	"99.71"	"13"	"0"	"50179039.5668945"	"138357122"	"11193493.5625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2001"	"2001"	"0.000"	"97.024"	"51"	"11"	"24"	"11"	"1"	"413"	"45.1"	"5.50"	"88.59"	"11"	"0"	"15575930.875"	"53366511.5"	"793332.54296875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"530"	"530"	"0.000"	"96.971"	"27"	"16"	"25"	"16"	"1"	"957"	"107.5"	"5.27"	"89.63"	"16"	"0"	"7884063.07128906"	"40474164.875"	"948754.953125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3181"	"3181"	"0.000"	"96.969"	"56"	"9"	"38"	"9"	"1"	"122"	"13.3"	"10.93"	"139.19"	"9"	"0"	"93218635.0126953"	"422909079.6875"	"34567751.09375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"713"	"713"	"0.000"	"96.950"	"24"	"16"	"28"	"16"	"1"	"1099"	"124.0"	"6.10"	"82.55"	"16"	"0"	"6669622.94042969"	"34455409.9921875"	"1618093.49414063"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3532"	"3532"	"0.000"	"96.708"	"44"	"11"	"23"	"11"	"1"	"399"	"43.5"	"5.27"	"89.16"	"11"	"0"	"11106969.078125"	"23959856.359375"	"3666537.8046875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2855"	"2855"	"0.000"	"95.691"	"62"	"14"	"33"	"14"	"1"	"269"	"29.2"	"5.44"	"119.64"	"14"	"0"	"27625926.7460938"	"85382908.078125"	"16444321.765625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"991"	"991"	"0.000"	"95.654"	"39"	"7"	"25"	"7"	"1"	"217"	"23.4"	"6.04"	"124.20"	"7"	"0"	"107992778.859375"	"336105496.75"	"13942647.171875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3143"	"3143"	"0.000"	"95.456"	"44"	"13"	"25"	"11"	"1"	"468"	"51.7"	"5.35"	"92.76"	"13"	"0"	"31837597.34375"	"73987156"	"10307188.1835938"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1457"	"1457"	"0.000"	"95.346"	"17"	"12"	"20"	"12"	"1"	"1165"	"129.8"	"5.97"	"87.69"	"12"	"0"	"7248371.546875"	"13679984.5"	"708796.953125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"354"	"354"	"0.000"	"95.278"	"30"	"14"	"21"	"14"	"1"	"783"	"86.7"	"8.85"	"86.05"	"14"	"0"	"8013159.6640625"	"24372269"	"2186572.765625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3524"	"3524"	"0.000"	"95.142"	"29"	"18"	"41"	"18"	"1"	"683"	"74.8"	"4.91"	"116.03"	"18"	"0"	"36820159.1054688"	"117202395.6875"	"41722742.1503906"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"814"	"814"	"0.000"	"95.135"	"42"	"13"	"31"	"13"	"1"	"466"	"49.9"	"6.11"	"103.17"	"13"	"0"	"18239245.6433105"	"68349984.75"	"6170612.484375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"274"	"274"	"0.000"	"94.838"	"25"	"13"	"22"	"13"	"1"	"1035"	"111.9"	"5.66"	"81.33"	"13"	"0"	"14724708.984375"	"23120436"	"901937.90625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3371"	"3371"	"0.000"	"94.183"	"71"	"8"	"29"	"8"	"1"	"133"	"15.6"	"6.11"	"124.93"	"8"	"0"	"53018594.9697266"	"173376690.84375"	"17582070.5996094"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3162"	"3162"	"0.000"	"93.985"	"33"	"14"	"28"	"14"	"1"	"427"	"49.0"	"5.73"	"102.20"	"14"	"0"	"22115373.8125"	"72538538"	"5007178.93847656"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"205"	"205"	"0.000"	"93.947"	"40"	"10"	"21"	"10"	"1"	"443"	"47.2"	"5.26"	"89.10"	"10"	"0"	"13601837.34375"	"40302556.65625"	"2557969.71875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2478"	"2478"	"0.000"	"93.528"	"35"	"11"	"25"	"11"	"1"	"481"	"53.9"	"6.70"	"105.53"	"11"	"0"	"22446052"	"47622038.375"	"3170570.28125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2481"	"2481"	"0.000"	"93.498"	"42"	"16"	"32"	"16"	"1"	"427"	"47.8"	"5.40"	"115.58"	"16"	"0"	"31591827.9355469"	"81480460.03125"	"3984054.7890625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1137"	"1137"	"0.000"	"93.418"	"20"	"11"	"19"	"11"	"1"	"915"	"104.3"	"6.39"	"75.83"	"11"	"0"	"8978875.6640625"	"22665838.5390625"	"518839.131835938"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"890"	"890"	"0.000"	"93.252"	"56"	"11"	"23"	"11"	"1"	"318"	"35.1"	"5.38"	"93.33"	"11"	"0"	"46395385.5234375"	"91804778.5390625"	"5109141.71875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1919"	"1919"	"0.000"	"93.205"	"37"	"11"	"27"	"11"	"1"	"376"	"43.6"	"4.87"	"108.82"	"11"	"0"	"31140994.7148438"	"69022858.0625"	"1178687.9375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1265"	"1265"	"0.000"	"92.947"	"54"	"9"	"23"	"9"	"1"	"343"	"36.4"	"6.18"	"102.49"	"9"	"0"	"17213282.671875"	"25548725.8125"	"440877.4375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"686"	"686"	"0.000"	"92.725"	"43"	"8"	"19"	"8"	"1"	"281"	"31.7"	"6.70"	"82.20"	"8"	"0"	"16355931.15625"	"53798198"	"4370851.98046875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3662"	"3662"	"0.000"	"92.491"	"60"	"12"	"28"	"12"	"1"	"156"	"17.4"	"5.16"	"85.81"	"12"	"0"	"10384002.4453125"	"40333709.1875"	"41153402.6953125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2482"	"2482"	"0.000"	"92.387"	"47"	"13"	"27"	"13"	"1"	"372"	"40.2"	"6.43"	"102.54"	"13"	"0"	"31408601.875"	"76562459.1875"	"3364950.5859375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1721"	"1721"	"0.000"	"92.029"	"51"	"5"	"27"	"5"	"1"	"124"	"13.5"	"7.65"	"131.07"	"5"	"0"	"27061501.75"	"92208215.5"	"11165942.6171875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2572"	"2572"	"0.000"	"91.720"	"68"	"9"	"26"	"9"	"1"	"209"	"22.8"	"8.09"	"110.79"	"9"	"0"	"26307506.96875"	"55988559.6875"	"1376545.75683594"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2830"	"2830"	"0.000"	"91.598"	"79"	"10"	"23"	"10"	"1"	"233"	"24.9"	"5.41"	"114.93"	"10"	"0"	"19706233.859375"	"36132563.5625"	"1000931.703125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3584"	"3584"	"0.000"	"91.344"	"59"	"9"	"23"	"9"	"1"	"269"	"29.4"	"5.82"	"96.09"	"9"	"0"	"22579370.015625"	"60993284.90625"	"5590893.421875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1509"	"1509"	"0.000"	"90.743"	"52"	"15"	"29"	"15"	"1"	"446"	"49.0"	"6.34"	"119.83"	"15"	"0"	"33299395.1501465"	"80185954.4375"	"6996653.0625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1"	"1"	"0.000"	"90.702"	"49"	"14"	"31"	"14"	"1"	"366"	"40.8"	"4.87"	"104.97"	"14"	"0"	"45885245.3652344"	"123058049.0625"	"9825501.1640625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"973"	"973"	"0.000"	"90.203"	"57"	"9"	"18"	"9"	"1"	"288"	"30.8"	"8.40"	"80.50"	"9"	"0"	"12299062.1054688"	"39296227.765625"	"3941780.0703125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2816"	"2816"	"0.000"	"90.140"	"64"	"11"	"18"	"11"	"1"	"291"	"31.9"	"4.98"	"72.96"	"11"	"0"	"10563152.1523438"	"20757350.859375"	"686146.6015625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"709"	"709"	"0.000"	"89.911"	"57"	"10"	"24"	"10"	"1"	"306"	"35.5"	"6.46"	"90.00"	"10"	"0"	"20594306.4296875"	"45014049.40625"	"491344.890625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"134"	"134"	"0.000"	"89.838"	"60"	"10"	"24"	"10"	"1"	"323"	"35.9"	"5.57"	"102.08"	"10"	"0"	"21669005.4140625"	"65976540.25"	"2639710.05078125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1308"	"1308"	"0.000"	"89.751"	"26"	"13"	"22"	"13"	"1"	"713"	"77.2"	"5.80"	"79.92"	"13"	"0"	"10484613.53125"	"17023479.6875"	"1750633.84375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2005"	"2005"	"0.000"	"89.714"	"36"	"17"	"28"	"17"	"1"	"721"	"80.0"	"5.03"	"87.71"	"17"	"0"	"10886085.65625"	"35477033.578125"	"2983479.578125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"756"	"756"	"0.000"	"89.334"	"32"	"14"	"30"	"14"	"1"	"643"	"71.7"	"4.75"	"110.22"	"14"	"0"	"14698088.125"	"33501793.875"	"4731944.51171875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"822"	"822"	"0.000"	"89.307"	"44"	"13"	"35"	"13"	"1"	"348"	"37.6"	"5.55"	"124.95"	"13"	"0"	"27367703.609375"	"85738311.6875"	"24043777"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"496"	"496"	"0.000"	"89.254"	"31"	"10"	"24"	"10"	"1"	"443"	"50.4"	"5.81"	"86.70"	"10"	"0"	"29417469.9980469"	"72345492.4140625"	"2982072.18945313"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2486"	"2486"	"0.000"	"89.243"	"69"	"8"	"23"	"8"	"1"	"143"	"15.6"	"5.02"	"78.15"	"8"	"0"	"44721138.0185547"	"164903840.65625"	"34762487.375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2146"	"2146"	"0.000"	"89.144"	"31"	"11"	"20"	"11"	"1"	"580"	"65.3"	"4.96"	"81.06"	"11"	"0"	"16579292.1875"	"33224480.875"	"11846675.4375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1264"	"1264"	"0.000"	"88.659"	"40"	"12"	"23"	"12"	"1"	"469"	"50.7"	"4.84"	"99.99"	"12"	"0"	"19735655.6875"	"44281312.75"	"281060.08203125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2461"	"2461"	"0.000"	"88.429"	"52"	"8"	"21"	"8"	"1"	"209"	"23.1"	"5.43"	"80.64"	"8"	"0"	"23631846.484375"	"124908753"	"9573062.734375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2327"	"2327"	"0.000"	"88.379"	"24"	"14"	"22"	"14"	"1"	"937"	"105.9"	"5.22"	"89.00"	"14"	"0"	"17932225.4609375"	"39675607.5625"	"488540.421875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"936"	"936"	"0.000"	"87.920"	"31"	"16"	"25"	"16"	"1"	"793"	"89.1"	"5.50"	"94.88"	"16"	"0"	"13582843.046875"	"34585924"	"3064294.14453125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"584"	"584"	"0.000"	"87.898"	"31"	"11"	"24"	"11"	"1"	"586"	"63.7"	"4.97"	"88.90"	"11"	"0"	"24433274.6875"	"64698194.8125"	"5768089.296875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1788"	"1788"	"0.000"	"87.705"	"47"	"12"	"22"	"12"	"1"	"324"	"36.2"	"7.37"	"74.94"	"12"	"0"	"16308085.3164063"	"53878650.2202148"	"1538879.02734375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3432"	"3432"	"0.000"	"87.672"	"55"	"9"	"24"	"9"	"1"	"332"	"36.4"	"6.33"	"105.32"	"9"	"0"	"12374831.75"	"33988540.7382813"	"1895062.4453125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2251"	"2251"	"0.000"	"87.525"	"25"	"14"	"23"	"14"	"1"	"725"	"81.9"	"5.29"	"66.87"	"14"	"0"	"11238881.4511719"	"21367908.359375"	"7279040.48046875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3669"	"3669"	"0.000"	"87.155"	"30"	"11"	"22"	"11"	"1"	"633"	"69.7"	"6.25"	"86.55"	"11"	"0"	"4791267.609375"	"15536418.140625"	"283571.88671875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1744"	"1744"	"0.000"	"87.111"	"80"	"13"	"23"	"13"	"1"	"247"	"26.8"	"5.63"	"81.08"	"13"	"0"	"18927097.5527344"	"43314307.71875"	"4481636.5234375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1655"	"1655"	"0.000"	"86.284"	"55"	"9"	"25"	"9"	"1"	"247"	"26.3"	"5.19"	"102.48"	"9"	"0"	"27474944.3037109"	"77932526.6875"	"3269720.40625"	"High"	"High"	"High"	""
